Sector,Export_Pre2023,Export_Post2023,Export_Change_Pct,Import_Pre2023,Import_Post2023,Import_Change_Pct
Plastics & Rubber,1.872578599675748,118.52272100182927,6229.385640867221,863.605311195267,1647.78737664238,90.80329350473438
Machinery & Electrical,28.981573426414116,634.2949919600335,2088.6147540282623,4414.135894323032,12054.435154428415,173.08708755277522
Metals & Minerals,6082.503660960024,14993.562084012274,146.50313291625352,840.1106102868281,2260.0493256334685,169.01806714021254
Textiles,68.35988928700375,134.00382312463466,96.02697506139879,929.603782033807,4874.698508593054,424.3845391773347
Chemicals,1718.7178226508026,3195.432853274562,85.91957394996935,695.8902254848864,1271.8594076877362,82.76724706134831
Energy,4992.587629151299,8587.417940040072,72.00334932328201,45.2307288860066,51.64399870092166,14.179010537456051
Vehicles,8.868651149056678,10.676414850691799,20.38375025978337,433.21314612850546,4470.170158728957,931.8639216463102
