"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Import",5,4005217.406
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Export",6,4246816.076
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Import",5,2629315.349
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Export",6,4027024
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Import",5,3119807.284
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Export",6,3335626.774
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Import",5,2954307.709
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Export",6,1105311.173
"H4","All","43","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Import",5,897647.268
"H4","All","43","All countries  All --- All  ","WLD"," World",2014,"Export",6,10894029.555
"H4","All","43","All countries  All --- All  ","WLD"," World",2014,"Import",5,8621220.54
"H4","All","43","All countries  All --- All  ","WLD"," World",2015,"Export",6,9694455.95
"H4","All","43","All countries  All --- All  ","WLD"," World",2015,"Import",5,7708049.206
"H4","All","43","All countries  All --- All  ","WLD"," World",2016,"Export",6,7860726.621
"H4","All","43","All countries  All --- All  ","WLD"," World",2016,"Import",5,5419430.718
"H4","All","43","All countries  All --- All  ","WLD"," World",2017,"Export",6,9025113.232
"H4","All","43","All countries  All --- All  ","WLD"," World",2017,"Import",5,6253818.57
"H4","All","43","All countries  All --- All  ","WLD"," World",2018,"Export",6,9247053.999
"H4","All","43","All countries  All --- All  ","WLD"," World",2018,"Import",5,5681002.519
"H4","All","43","All countries  All --- All  ","WLD"," World",2019,"Export",6,9281310.853
"H4","All","43","All countries  All --- All  ","WLD"," World",2019,"Import",5,5016724.511
"H4","All","43","All countries  All --- All  ","WLD"," World",2020,"Export",6,5600758.318
"H4","All","43","All countries  All --- All  ","WLD"," World",2020,"Import",5,2849891.52
"H4","All","43","All countries  All --- All  ","WLD"," World",2021,"Export",6,5899689.549
"H4","All","43","All countries  All --- All  ","WLD"," World",2021,"Import",5,4005217.409
"H4","All","43","All countries  All --- All  ","WLD"," World",2022,"Export",6,4246816.071
"H4","All","43","All countries  All --- All  ","WLD"," World",2022,"Import",5,2629315.343
"H4","All","43","All countries  All --- All  ","WLD"," World",2023,"Export",6,4027024.017
"H4","All","43","All countries  All --- All  ","WLD"," World",2023,"Import",5,3119807.296
"H4","All","43","All countries  All --- All  ","WLD"," World",2024,"Export",6,3335626.776
"H4","All","43","All countries  All --- All  ","WLD"," World",2024,"Import",5,2954307.721
"H4","All","43","All countries  All --- All  ","WLD"," World",2025,"Export",6,1105311.166
"H4","All","43","All countries  All --- All  ","WLD"," World",2025,"Import",5,897647.275
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Export",6,130446986.531
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Import",5,142221487.938
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Export",6,117567072.03
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Import",5,128159895.427
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Export",6,120548610.075
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Import",5,129352645.107
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Export",6,131974054.68
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Import",5,140354546.202
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Export",6,143748718.495
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Import",5,154167561.985
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Export",6,130838802.913
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Import",5,141087504.602
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Export",6,131328514.824
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Import",5,138098090.935
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Export",6,182007499.971
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Import",5,188698971.966
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Export",6,171890418.886
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Import",5,193680520.698
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Export",6,142021422.055
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Import",5,153409489.248
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Export",6,133388248.3
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Import",5,148556978.411
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Export",6,69687850.531
"H4","All","44","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Import",5,82841262.904
"H4","All","44","All countries  All --- All  ","WLD"," World",2014,"Export",6,130446986.528
"H4","All","44","All countries  All --- All  ","WLD"," World",2014,"Import",5,142221487.907
"H4","All","44","All countries  All --- All  ","WLD"," World",2015,"Export",6,117567072.003
"H4","All","44","All countries  All --- All  ","WLD"," World",2015,"Import",5,128159895.425
"H4","All","44","All countries  All --- All  ","WLD"," World",2016,"Export",6,120548610.099
"H4","All","44","All countries  All --- All  ","WLD"," World",2016,"Import",5,129352645.048
"H4","All","44","All countries  All --- All  ","WLD"," World",2017,"Export",6,131974054.686
"H4","All","44","All countries  All --- All  ","WLD"," World",2017,"Import",5,140354546.217
"H4","All","44","All countries  All --- All  ","WLD"," World",2018,"Export",6,143748718.482
"H4","All","44","All countries  All --- All  ","WLD"," World",2018,"Import",5,154167561.993
"H4","All","44","All countries  All --- All  ","WLD"," World",2019,"Export",6,130838802.913
"H4","All","44","All countries  All --- All  ","WLD"," World",2019,"Import",5,141087504.588
"H4","All","44","All countries  All --- All  ","WLD"," World",2020,"Export",6,131328514.836
"H4","All","44","All countries  All --- All  ","WLD"," World",2020,"Import",5,138098090.927
"H4","All","44","All countries  All --- All  ","WLD"," World",2021,"Export",6,182007500.001
"H4","All","44","All countries  All --- All  ","WLD"," World",2021,"Import",5,188698971.958
"H4","All","44","All countries  All --- All  ","WLD"," World",2022,"Export",6,171890418.852
"H4","All","44","All countries  All --- All  ","WLD"," World",2022,"Import",5,193680520.714
"H4","All","44","All countries  All --- All  ","WLD"," World",2023,"Export",6,142021422.075
"H4","All","44","All countries  All --- All  ","WLD"," World",2023,"Import",5,153409489.302
"H4","All","44","All countries  All --- All  ","WLD"," World",2024,"Export",6,133388248.294
"H4","All","44","All countries  All --- All  ","WLD"," World",2024,"Import",5,148556978.397
"H4","All","44","All countries  All --- All  ","WLD"," World",2025,"Export",6,69687850.55
"H4","All","44","All countries  All --- All  ","WLD"," World",2025,"Import",5,82841262.908
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Export",6,1775627.652
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Import",5,1822923.428
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Export",6,1566250.207
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Import",5,1660586.214
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Export",6,1622088.318
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Import",5,1721866.596
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Export",6,1777150.198
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Import",5,1860028.21
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Export",6,2093960.349
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Import",5,2111919.506
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Export",6,1923279.033
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Import",5,2004706.524
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Export",6,1864353.977
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Import",5,1925839.713
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Export",6,2169975.07
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Import",5,2157843.36
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Export",6,2160274.595
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Import",5,2307127.678
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Export",6,2190207.985
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Import",5,2452137.107
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Export",6,1983934.34
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Import",5,2102233.448
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Export",6,1816309.026
"H4","All","45","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Import",5,1330079.728
"H4","All","45","All countries  All --- All  ","WLD"," World",2014,"Export",6,1775627.625
"H4","All","45","All countries  All --- All  ","WLD"," World",2014,"Import",5,1822923.416
"H4","All","45","All countries  All --- All  ","WLD"," World",2015,"Export",6,1566250.202
"H4","All","45","All countries  All --- All  ","WLD"," World",2015,"Import",5,1660586.205
"H4","All","45","All countries  All --- All  ","WLD"," World",2016,"Export",6,1622088.31
"H4","All","45","All countries  All --- All  ","WLD"," World",2016,"Import",5,1721866.593
"H4","All","45","All countries  All --- All  ","WLD"," World",2017,"Export",6,1777150.196
"H4","All","45","All countries  All --- All  ","WLD"," World",2017,"Import",5,1860028.22
"H4","All","45","All countries  All --- All  ","WLD"," World",2018,"Export",6,2093960.346
"H4","All","45","All countries  All --- All  ","WLD"," World",2018,"Import",5,2111919.495
"H4","All","45","All countries  All --- All  ","WLD"," World",2019,"Export",6,1923279.019
"H4","All","45","All countries  All --- All  ","WLD"," World",2019,"Import",5,2004706.537
"H4","All","45","All countries  All --- All  ","WLD"," World",2020,"Export",6,1864353.988
"H4","All","45","All countries  All --- All  ","WLD"," World",2020,"Import",5,1925839.694
"H4","All","45","All countries  All --- All  ","WLD"," World",2021,"Export",6,2169975.061
"H4","All","45","All countries  All --- All  ","WLD"," World",2021,"Import",5,2157843.37
"H4","All","45","All countries  All --- All  ","WLD"," World",2022,"Export",6,2160274.591
"H4","All","45","All countries  All --- All  ","WLD"," World",2022,"Import",5,2307127.67
"H4","All","45","All countries  All --- All  ","WLD"," World",2023,"Export",6,2190207.998
"H4","All","45","All countries  All --- All  ","WLD"," World",2023,"Import",5,2452137.109
"H4","All","45","All countries  All --- All  ","WLD"," World",2024,"Export",6,1983934.36
"H4","All","45","All countries  All --- All  ","WLD"," World",2024,"Import",5,2102233.458
"H4","All","45","All countries  All --- All  ","WLD"," World",2025,"Export",6,1816309.016
"H4","All","45","All countries  All --- All  ","WLD"," World",2025,"Import",5,1330079.726
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Export",6,2273445.026
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Import",5,1976844.826
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Export",6,2245612.059
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Import",5,1862054.697
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Export",6,2132949.358
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Import",5,1789017.58
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Export",6,2237743.522
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Import",5,1827344.879
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Export",6,2436640.304
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Import",5,1963591.316
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Export",6,2620294.188
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Import",5,2042267.956
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Export",6,2722636.92
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Import",5,2019424.736
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Export",6,3577481.466
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Import",5,2789517.514
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Export",6,3303104.195
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Import",5,2918360.652
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Export",6,2868134.572
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2023,"Import",5,2199583.156
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Export",6,2361071.388
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2024,"Import",5,2252696.935
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Export",6,517370.956
"H4","All","46","All countries  All --- All  ","All","All countries  All --- All  ",2025,"Import",5,1471403.219
"H4","All","46","All countries  All --- All  ","WLD"," World",2014,"Export",6,2273445.03
"H4","All","46","All countries  All --- All  ","WLD"," World",2014,"Import",5,1976844.816
"H4","All","46","All countries  All --- All  ","WLD"," World",2015,"Export",6,2245612.072
"H4","All","46","All countries  All --- All  ","WLD"," World",2015,"Import",5,1862054.701
"H4","All","46","All countries  All --- All  ","WLD"," World",2016,"Export",6,2132949.359
"H4","All","46","All countries  All --- All  ","WLD"," World",2016,"Import",5,1789017.598
"H4","All","46","All countries  All --- All  ","WLD"," World",2017,"Export",6,2237743.525
"H4","All","46","All countries  All --- All  ","WLD"," World",2017,"Import",5,1827344.893
"H4","All","46","All countries  All --- All  ","WLD"," World",2018,"Export",6,2436640.31
"H4","All","46","All countries  All --- All  ","WLD"," World",2018,"Import",5,1963591.3
"H4","All","46","All countries  All --- All  ","WLD"," World",2019,"Export",6,2620294.185
"H4","All","46","All countries  All --- All  ","WLD"," World",2019,"Import",5,2042267.929
"H4","All","46","All countries  All --- All  ","WLD"," World",2020,"Export",6,2722636.886
"H4","All","46","All countries  All --- All  ","WLD"," World",2020,"Import",5,2019424.738
"H4","All","46","All countries  All --- All  ","WLD"," World",2021,"Export",6,3577481.475
"H4","All","46","All countries  All --- All  ","WLD"," World",2021,"Import",5,2789517.499
"H4","All","46","All countries  All --- All  ","WLD"," World",2022,"Export",6,3303104.182
"H4","All","46","All countries  All --- All  ","WLD"," World",2022,"Import",5,2918360.656
"H4","All","46","All countries  All --- All  ","WLD"," World",2023,"Export",6,2868134.572
"H4","All","46","All countries  All --- All  ","WLD"," World",2023,"Import",5,2199583.159
"H4","All","46","All countries  All --- All  ","WLD"," World",2024,"Export",6,2361071.405
"H4","All","46","All countries  All --- All  ","WLD"," World",2024,"Import",5,2252696.965
"H4","All","46","All countries  All --- All  ","WLD"," World",2025,"Export",6,517370.964
"H4","All","46","All countries  All --- All  ","WLD"," World",2025,"Import",5,1471403.226
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Export",6,44523166.233
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2014,"Import",5,50141206.611
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Export",6,42109847.511
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2015,"Import",5,49075913.652
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Export",6,40901070.506
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2016,"Import",5,46810438.387
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Export",6,45932425.065
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2017,"Import",5,54035254.82
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Export",6,53624872.134
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2018,"Import",5,63159967.305
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Export",6,45834991.737
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2019,"Import",5,52716150.178
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Export",6,40139142.545
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2020,"Import",5,45020813.378
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Export",6,51624740.82
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2021,"Import",5,59627241.072
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Export",6,55906355.465
"H4","All","47","All countries  All --- All  ","All","All countries  All --- All  ",2022,"Import",5,69553227.406
"H4","CHN","29","China","All","All countries  All --- All  ",2021,"Import",5,59959464.333
"H4","CHN","29","China","All","All countries  All --- All  ",2022,"Export",6,101887171.164
"H4","CHN","29","China","All","All countries  All --- All  ",2022,"Import",5,57714873.112
"H4","CHN","29","China","All","All countries  All --- All  ",2023,"Export",6,77911252.431
"H4","CHN","29","China","All","All countries  All --- All  ",2023,"Import",5,48401728.024
"H4","CHN","29","China","All","All countries  All --- All  ",2024,"Export",6,82604532.325
"H4","CHN","29","China","All","All countries  All --- All  ",2024,"Import",5,48800228.318
"H4","CHN","29","China","WLD"," World",2014,"Export",6,45442904.733
"H4","CHN","29","China","WLD"," World",2014,"Import",5,60210630.767
"H4","CHN","29","China","WLD"," World",2015,"Export",6,42666608.948
"H4","CHN","29","China","WLD"," World",2015,"Import",5,47636324.753
"H4","CHN","29","China","WLD"," World",2016,"Export",6,42164490.098
"H4","CHN","29","China","WLD"," World",2016,"Import",5,43722190.627
"H4","CHN","29","China","WLD"," World",2017,"Export",6,49736115.534
"H4","CHN","29","China","WLD"," World",2017,"Import",5,55594926.554
"H4","CHN","29","China","WLD"," World",2018,"Export",6,59761678.849
"H4","CHN","29","China","WLD"," World",2018,"Import",5,66982643.712
"H4","CHN","29","China","WLD"," World",2019,"Export",6,56779678.399
"H4","CHN","29","China","WLD"," World",2019,"Import",5,57282509.425
"H4","CHN","29","China","WLD"," World",2020,"Export",6,56953837.176
"H4","CHN","29","China","WLD"," World",2020,"Import",5,45427902.651
"H4","CHN","29","China","WLD"," World",2021,"Export",6,82518698.36
"H4","CHN","29","China","WLD"," World",2021,"Import",5,59959464.333
"H4","CHN","29","China","WLD"," World",2022,"Export",6,101887171.164
"H4","CHN","29","China","WLD"," World",2022,"Import",5,57714873.112
"H4","CHN","29","China","WLD"," World",2023,"Export",6,77911252.431
"H4","CHN","29","China","WLD"," World",2023,"Import",5,48401728.024
"H4","CHN","29","China","WLD"," World",2024,"Export",6,82604532.325
"H4","CHN","29","China","WLD"," World",2024,"Import",5,48800228.318
"H4","CHN","30","China","All","All countries  All --- All  ",2014,"Export",6,6591591.943
"H4","CHN","30","China","All","All countries  All --- All  ",2014,"Import",5,17747748.849
"H4","CHN","30","China","All","All countries  All --- All  ",2015,"Export",6,6940730.995
"H4","CHN","30","China","All","All countries  All --- All  ",2015,"Import",5,19221422.635
"H4","CHN","30","China","All","All countries  All --- All  ",2016,"Export",6,7011521.915
"H4","CHN","30","China","All","All countries  All --- All  ",2016,"Import",5,20767855.752
"H4","CHN","30","China","All","All countries  All --- All  ",2017,"Export",6,7364201.099
"H4","CHN","30","China","All","All countries  All --- All  ",2017,"Import",5,25353941.505
"H4","CHN","30","China","All","All countries  All --- All  ",2018,"Export",6,8870327.569
"H4","CHN","30","China","All","All countries  All --- All  ",2018,"Import",5,27924135.996
"H4","CHN","30","China","All","All countries  All --- All  ",2019,"Export",6,9168364.351
"H4","CHN","30","China","All","All countries  All --- All  ",2019,"Import",5,33593696.684
"H4","CHN","30","China","All","All countries  All --- All  ",2020,"Export",6,13207628.725
"H4","CHN","30","China","All","All countries  All --- All  ",2020,"Import",5,34906997.477
"H4","CHN","30","China","All","All countries  All --- All  ",2021,"Export",6,38545057.952
"H4","CHN","30","China","All","All countries  All --- All  ",2021,"Import",5,41833424.696
"H4","CHN","30","China","All","All countries  All --- All  ",2022,"Export",6,14024766.635
"H4","CHN","30","China","All","All countries  All --- All  ",2022,"Import",5,39945289.469
"H4","CHN","30","China","All","All countries  All --- All  ",2023,"Export",6,11290610.127
"H4","CHN","30","China","All","All countries  All --- All  ",2023,"Import",5,42987599.614
"H4","CHN","30","China","All","All countries  All --- All  ",2024,"Export",6,12209760.637
"H4","CHN","30","China","All","All countries  All --- All  ",2024,"Import",5,42393424.557
"H4","CHN","30","China","WLD"," World",2014,"Export",6,6591591.943
"H4","CHN","30","China","WLD"," World",2014,"Import",5,17747748.849
"H4","CHN","30","China","WLD"," World",2015,"Export",6,6940730.995
"H4","CHN","30","China","WLD"," World",2015,"Import",5,19221422.635
"H4","CHN","30","China","WLD"," World",2016,"Export",6,7011521.915
"H4","CHN","30","China","WLD"," World",2016,"Import",5,20767855.752
"H4","CHN","30","China","WLD"," World",2017,"Export",6,7364201.099
"H4","CHN","30","China","WLD"," World",2017,"Import",5,25353941.505
"H4","CHN","30","China","WLD"," World",2018,"Export",6,8870327.569
"H4","CHN","30","China","WLD"," World",2018,"Import",5,27924135.996
"H4","CHN","30","China","WLD"," World",2019,"Export",6,9168364.351
"H4","CHN","30","China","WLD"," World",2019,"Import",5,33593696.684
"H4","CHN","30","China","WLD"," World",2020,"Export",6,13207628.725
"H4","CHN","30","China","WLD"," World",2020,"Import",5,34906997.477
"H4","CHN","30","China","WLD"," World",2021,"Export",6,38545057.952
"H4","CHN","30","China","WLD"," World",2021,"Import",5,41833424.696
"H4","CHN","30","China","WLD"," World",2022,"Export",6,14024766.635
"H4","CHN","30","China","WLD"," World",2022,"Import",5,39945289.469
"H4","CHN","30","China","WLD"," World",2023,"Export",6,11290610.127
"H4","CHN","30","China","WLD"," World",2023,"Import",5,42987599.614
"H4","CHN","30","China","WLD"," World",2024,"Export",6,12209760.637
"H4","CHN","30","China","WLD"," World",2024,"Import",5,42393424.557
"H4","CHN","31","China","All","All countries  All --- All  ",2014,"Export",6,8919588.204
"H4","CHN","31","China","All","All countries  All --- All  ",2014,"Import",5,3350939.357
"H4","CHN","31","China","All","All countries  All --- All  ",2015,"Export",6,10880000.796
"H4","CHN","31","China","All","All countries  All --- All  ",2015,"Import",5,3926614.42
"H4","CHN","31","China","All","All countries  All --- All  ",2016,"Export",6,6556864.784
"H4","CHN","31","China","All","All countries  All --- All  ",2016,"Import",5,2407916.358
"H4","CHN","31","China","All","All countries  All --- All  ",2017,"Export",6,6042557.215
"H4","CHN","31","China","All","All countries  All --- All  ",2017,"Import",5,2312695.572
"H4","CHN","31","China","All","All countries  All --- All  ",2018,"Export",6,7021817.219
"H4","CHN","31","China","All","All countries  All --- All  ",2018,"Import",5,2731414.767
"H4","CHN","31","China","All","All countries  All --- All  ",2019,"Export",6,7163728.115
"H4","CHN","31","China","All","All countries  All --- All  ",2019,"Import",5,3543669.497
"H4","CHN","31","China","All","All countries  All --- All  ",2020,"Export",6,6567197.551
"H4","CHN","31","China","All","All countries  All --- All  ",2020,"Import",5,2891215.302
"H4","CHN","31","China","All","All countries  All --- All  ",2021,"Export",6,11445650.349
"H4","CHN","31","China","All","All countries  All --- All  ",2021,"Import",5,2765187.752
"H4","CHN","31","China","All","All countries  All --- All  ",2022,"Export",6,11380037.256
"H4","CHN","31","China","All","All countries  All --- All  ",2022,"Import",5,4954062.257
"H4","CHN","31","China","All","All countries  All --- All  ",2023,"Export",6,9706271.527
"H4","CHN","31","China","All","All countries  All --- All  ",2023,"Import",5,5613950.566
"H4","CHN","31","China","All","All countries  All --- All  ",2024,"Export",6,8501166.119
"H4","CHN","31","China","All","All countries  All --- All  ",2024,"Import",5,4612416.872
"H4","CHN","31","China","WLD"," World",2014,"Export",6,8919588.204
"H4","CHN","31","China","WLD"," World",2014,"Import",5,3350939.357
"H4","CHN","31","China","WLD"," World",2015,"Export",6,10880000.796
"H4","CHN","31","China","WLD"," World",2015,"Import",5,3926614.42
"H4","CHN","31","China","WLD"," World",2016,"Export",6,6556864.784
"H4","CHN","31","China","WLD"," World",2016,"Import",5,2407916.358
"H4","CHN","31","China","WLD"," World",2017,"Export",6,6042557.215
"H4","CHN","31","China","WLD"," World",2017,"Import",5,2312695.572
"H4","CHN","31","China","WLD"," World",2018,"Export",6,7021817.219
"H4","CHN","31","China","WLD"," World",2018,"Import",5,2731414.767
"H4","CHN","31","China","WLD"," World",2019,"Export",6,7163728.115
"H4","CHN","31","China","WLD"," World",2019,"Import",5,3543669.497
"H4","CHN","31","China","WLD"," World",2020,"Export",6,6567197.551
"H4","CHN","31","China","WLD"," World",2020,"Import",5,2891215.302
"H4","CHN","31","China","WLD"," World",2021,"Export",6,11445650.349
"H4","CHN","31","China","WLD"," World",2021,"Import",5,2765187.752
"H4","CHN","31","China","WLD"," World",2022,"Export",6,11380037.256
"H4","CHN","31","China","WLD"," World",2022,"Import",5,4954062.257
"H4","CHN","31","China","WLD"," World",2023,"Export",6,9706271.527
"H4","CHN","31","China","WLD"," World",2023,"Import",5,5613950.566
"H4","CHN","31","China","WLD"," World",2024,"Export",6,8501166.119
"H4","CHN","31","China","WLD"," World",2024,"Import",5,4612416.872
"H4","CHN","32","China","All","All countries  All --- All  ",2014,"Export",6,6723672.372
"H4","CHN","32","China","All","All countries  All --- All  ",2014,"Import",5,4401233.674
"H4","CHN","32","China","All","All countries  All --- All  ",2015,"Export",6,6296766.472
"H4","CHN","32","China","All","All countries  All --- All  ",2015,"Import",5,4043186.796
"H4","CHN","32","China","All","All countries  All --- All  ",2016,"Export",6,6085312.145
"H4","CHN","32","China","All","All countries  All --- All  ",2016,"Import",5,4205444.989
"H4","CHN","32","China","All","All countries  All --- All  ",2017,"Export",6,6990875.236
"H4","CHN","32","China","All","All countries  All --- All  ",2017,"Import",5,4622710.618
"H4","CHN","32","China","All","All countries  All --- All  ",2018,"Export",6,7766224.412
"H4","CHN","32","China","All","All countries  All --- All  ",2018,"Import",5,5001475.634
"H4","CHN","32","China","All","All countries  All --- All  ",2019,"Export",6,7719883.117
"H4","CHN","32","China","All","All countries  All --- All  ",2019,"Import",5,4999785.804
"H4","CHN","32","China","All","All countries  All --- All  ",2020,"Export",6,7831625.996
"H4","CHN","32","China","All","All countries  All --- All  ",2020,"Import",5,4798220.388
"H4","CHN","32","China","All","All countries  All --- All  ",2021,"Export",6,10314344.644
"H4","CHN","32","China","All","All countries  All --- All  ",2021,"Import",5,6005181.809
"H4","CHN","32","China","All","All countries  All --- All  ",2022,"Export",6,10522085.283
"H4","CHN","32","China","All","All countries  All --- All  ",2022,"Import",5,5179920.233
"H4","CHN","32","China","All","All countries  All --- All  ",2023,"Export",6,9477016.402
"H4","CHN","32","China","All","All countries  All --- All  ",2023,"Import",5,4805177.419
"H4","CHN","32","China","All","All countries  All --- All  ",2024,"Export",6,10463982.891
"H4","CHN","32","China","All","All countries  All --- All  ",2024,"Import",5,5107474.513
"H4","CHN","32","China","WLD"," World",2014,"Export",6,6723672.372
"H4","CHN","32","China","WLD"," World",2014,"Import",5,4401233.674
"H4","CHN","32","China","WLD"," World",2015,"Export",6,6296766.472
"H4","CHN","32","China","WLD"," World",2015,"Import",5,4043186.796
"H4","CHN","32","China","WLD"," World",2016,"Export",6,6085312.145
